price,area,bedrooms,bathrooms,stories,total_building_area,mainroad_no,mainroad_yes,guestroom_no,guestroom_yes,basement_no,basement_yes,hotwaterheating_no,hotwaterheating_yes,airconditioning_no,airconditioning_yes,prefarea_no,prefarea_yes,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
3500000,3640,2,1,1,3640,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3500000,5900,2,1,1,5900,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
3500000,3120,3,1,2,6240,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3500000,7350,2,1,1,7350,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3500000,3512,2,1,1,3512,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
3500000,5880,2,1,1,5880,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3493000,4900,3,1,2,9800,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
3465000,3060,3,1,1,3060,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3465000,5320,2,1,1,5320,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
3465000,2145,3,1,3,6435,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0
3430000,4000,2,1,1,4000,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3430000,3185,2,1,1,3185,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3430000,3850,3,1,1,3850,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3430000,2145,3,1,3,6435,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0
3430000,2610,3,1,2,5220,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1
3430000,1950,3,2,2,3900,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1
3423000,4040,2,1,1,4040,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3395000,4785,3,1,2,9570,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0
3395000,3450,3,1,1,3450,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
3395000,3640,2,1,1,3640,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
3360000,3500,4,1,2,7000,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
3360000,4960,4,1,3,14880,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
3360000,4120,2,1,2,8240,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3360000,4750,2,1,1,4750,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3360000,3720,2,1,1,3720,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
3360000,3750,3,1,1,3750,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3360000,3100,3,1,2,6200,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
3360000,3185,2,1,1,3185,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0
3353000,2700,3,1,1,2700,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
3332000,2145,3,1,2,4290,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0
3325000,4040,2,1,1,4040,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3325000,4775,4,1,2,9550,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3290000,2500,2,1,1,2500,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
3290000,3180,4,1,2,6360,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3290000,6060,3,1,1,6060,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
3290000,3480,4,1,2,6960,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
3290000,3792,4,1,2,7584,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3290000,4040,2,1,1,4040,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3290000,2145,3,1,2,4290,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0
3290000,5880,3,1,1,5880,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3255000,4500,2,1,1,4500,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
3255000,3930,2,1,1,3930,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
3234000,3640,4,1,2,7280,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
3220000,4370,3,1,2,8740,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3220000,2684,2,1,1,2684,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
3220000,4320,3,1,1,4320,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
3220000,3120,3,1,2,6240,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
3150000,3450,1,1,1,3450,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
3150000,3986,2,2,1,3986,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1
3150000,3500,2,1,1,3500,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
3150000,4095,2,1,1,4095,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3150000,1650,3,1,2,3300,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
3150000,3450,3,1,2,6900,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0
3150000,6750,2,1,1,6750,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3150000,9000,3,1,2,18000,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3150000,3069,2,1,1,3069,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3143000,4500,3,1,2,9000,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
3129000,5495,3,1,1,5495,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
3118850,2398,3,1,1,2398,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0
3115000,3000,3,1,1,3000,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
3115000,3850,3,1,2,7700,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3115000,3500,2,1,1,3500,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3087000,8100,2,1,1,8100,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3080000,4960,2,1,1,4960,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1
3080000,2160,3,1,2,4320,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
3080000,3090,2,1,1,3090,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1
3080000,4500,2,1,2,9000,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0
3045000,3800,2,1,1,3800,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3010000,3090,3,1,2,6180,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
3010000,3240,3,1,2,6480,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3010000,2835,2,1,1,2835,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
3010000,4600,2,1,1,4600,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
3010000,5076,3,1,1,5076,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
3010000,3750,3,1,2,7500,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
3003000,8050,2,1,1,8050,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2975000,4352,4,1,2,8704,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2961000,3000,2,1,2,6000,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
2940000,5850,3,1,2,11700,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
2940000,4960,2,1,1,4960,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2940000,3600,3,1,2,7200,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2940000,3660,4,1,2,7320,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2940000,3480,3,1,2,6960,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
2940000,2700,2,1,1,2700,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
2940000,3150,3,1,2,6300,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2940000,6615,3,1,2,13230,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
2870000,3040,2,1,1,3040,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2870000,3630,2,1,1,3630,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2870000,6000,2,1,1,6000,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
2870000,5400,4,1,2,10800,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2852500,5200,4,1,3,15600,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2835000,3300,3,1,2,6600,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
2835000,4350,3,1,2,8700,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
2835000,2640,2,1,1,2640,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
2800000,2650,3,1,2,5300,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
2800000,3960,3,1,1,3960,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
2730000,6800,2,1,1,6800,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2730000,4000,3,1,2,8000,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2695000,4000,2,1,1,4000,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2660000,3934,2,1,1,3934,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2660000,2000,2,1,2,4000,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
2660000,3630,3,3,2,7260,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
2660000,2800,3,1,1,2800,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2660000,2430,3,1,1,2430,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2660000,3480,2,1,1,3480,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
2660000,4000,3,1,1,4000,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
2653000,3185,2,1,1,3185,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
2653000,4000,3,1,2,8000,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
2604000,2910,2,1,1,2910,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2590000,3600,2,1,1,3600,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2590000,4400,2,1,1,4400,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2590000,3600,2,2,2,7200,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0
2520000,2880,3,1,1,2880,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2520000,3180,3,1,1,3180,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2520000,3000,2,1,2,6000,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
2485000,4400,3,1,2,8800,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2485000,3000,3,1,2,6000,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
2450000,3210,3,1,2,6420,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
2450000,3240,2,1,1,3240,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
2450000,3000,2,1,1,3000,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2450000,3500,2,1,1,3500,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
2450000,4840,2,1,2,9680,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2450000,7700,2,1,1,7700,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2408000,3635,2,1,1,3635,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2380000,2475,3,1,2,4950,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
2380000,2787,4,2,2,5574,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0
2380000,3264,2,1,1,3264,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2345000,3640,2,1,1,3640,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2310000,3180,2,1,1,3180,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2275000,1836,2,1,1,1836,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
2275000,3970,1,1,1,3970,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2275000,3970,3,1,2,7940,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
2240000,1950,3,1,1,1950,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
2233000,5300,3,1,1,5300,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
2135000,3000,2,1,1,3000,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
2100000,2400,3,1,2,4800,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2100000,3000,4,1,2,6000,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
2100000,3360,2,1,1,3360,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
1890000,1700,3,1,2,3400,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
1890000,3649,2,1,1,3649,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
1855000,2990,2,1,1,2990,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1820000,3000,2,1,1,3000,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1
1767150,2400,3,1,1,2400,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1750000,3620,2,1,1,3620,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
1750000,2910,3,1,1,2910,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1750000,3850,3,1,2,7700,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
